Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32364609,01/07/2016 11:08:33 PM,01/07/2016 11:08:37 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,P.O. Box,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32359194,01/07/2016 11:08:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10128,1711 FIRST AVENUE,FIRST AVENUE,E 88 ST,E 89 ST,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,998600,222918,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.778523039343646,-73.94818638281397,"(40.778523039343646, -73.94818638281397)"
32364423,01/07/2016 11:07:55 PM,01/08/2016 02:46:48 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,990 BROADWAY,BROADWAY,VERNON AVENUE,DITMARS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:07:55 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2016 12:19:21 AM,03 BROOKLYN,BROOKLYN,1002575,192936,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.696222550514406,-73.93391550502398,"(40.696222550514406, -73.93391550502398)"
32366949,01/07/2016 11:07:49 PM,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10036,357 WEST   45 STREET,WEST   45 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987035,216102,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75982610180178,-73.98994700976391,"(40.75982610180178, -73.98994700976391)"
32362991,01/07/2016 11:07:18 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11219,938 54 STREET,54 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,983454,171335,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.636951548570735,-74.00286802348826,"(40.636951548570735, -74.00286802348826)"
32367201,01/07/2016 11:07:16 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10037,123 EAST  130 STREET,EAST  130 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,11 MANHATTAN,MANHATTAN,1001931,233653,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.807981670757044,-73.93613086675472,"(40.807981670757044, -73.93613086675472)"
32364331,01/07/2016 11:06:42 PM,01/08/2016 03:24:46 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,414 63 STREET,63 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:06:42 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 03:24:06 AM,07 BROOKLYN,BROOKLYN,978816,171993,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.638755987025135,-74.01957947386119,"(40.638755987025135, -74.01957947386119)"
32361821,01/07/2016 11:06:10 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10128,320 EAST   92 STREET,EAST   92 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,998576,223962,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78138858164592,-73.94827081365011,"(40.78138858164592, -73.94827081365011)"
32362890,01/07/2016 11:06:09 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10003,218 EAST    6 STREET,EAST    6 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,03 MANHATTAN,MANHATTAN,987064,204484,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72793758688847,-73.98984718940099,"(40.72793758688847, -73.98984718940099)"
32365337,01/07/2016 11:06:00 PM,01/08/2016 02:33:59 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,61-43 PALMETTO STREET,PALMETTO STREET,FRESH POND ROAD,64 STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/08/2016 07:06:00 AM,The Police Department issued a summons in response to the complaint.,01/07/2016 11:12:24 PM,05 QUEENS,QUEENS,1012624,197418,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70849806731896,-73.89765746183932,"(40.70849806731896, -73.89765746183932)"
32359856,01/07/2016 11:05:23 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,9 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,12 MANHATTAN,MANHATTAN,1003865,253491,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86242714753965,-73.92908666299827,"(40.86242714753965, -73.92908666299827)"
32364886,01/07/2016 11:03:38 PM,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10036,355 WEST   45 STREET,WEST   45 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987046,216096,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75980962986743,-73.98990730565548,"(40.75980962986743, -73.98990730565548)"
32360083,01/07/2016 11:02:48 PM,01/07/2016 11:53:01 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10032,1091 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 164 STREET,MC KENNA SQUARE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 07:02:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 11:53:01 PM,12 MANHATTAN,MANHATTAN,1000876,244639,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.838137169086025,-73.93991462454177,"(40.838137169086025, -73.93991462454177)"
32365203,01/07/2016 11:02:00 PM,,DSNY,BCC - Queens East,Other Enforcement,E10 Street Obstruction,Sidewalk,11428,91-12 211 STREET,211 STREET,91 AVENUE,93 AVENUE,,,ADDRESS,Queens Village,,DSNY Garage,Open,,,,13 QUEENS,QUEENS,1053194,201269,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71884499193594,-73.75128613430822,"(40.71884499193594, -73.75128613430822)"
32362369,01/07/2016 11:01:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10003,217 EAST   17 STREET,EAST   17 STREET,3 AVE,RUTHERFORD PL,,,ADDRESS,NEW YORK,,N/A,Open,,,,06 MANHATTAN,MANHATTAN,988410,207013,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73487854121082,-73.98498930639839,"(40.73487854121082, -73.98498930639839)"
32364231,01/07/2016 10:59:28 PM,01/08/2016 12:31:58 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,26 BRIDGE STREET,BRIDGE STREET,JOHN STREET,PLYMOUTH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:59:28 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2016 12:31:59 AM,02 BROOKLYN,BROOKLYN,988516,195770,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70401916250702,-73.98461394806881,"(40.70401916250702, -73.98461394806881)"
32364067,01/07/2016 10:59:27 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10028,1543 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,996863,221331,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.774169791647786,-73.95446115517547,"(40.774169791647786, -73.95446115517547)"
32366993,01/07/2016 10:58:54 PM,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10036,353 WEST   45 STREET,WEST   45 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987057,216089,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.759790413175594,-73.98986760198423,"(40.759790413175594, -73.98986760198423)"
32359387,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32361289,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32366567,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32365562,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32365134,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32360666,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32364770,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32361310,01/07/2016 10:58:23 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10460,2132 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 BRONX,BRONX,1017186,247347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84552406374189,-73.88095800927209,"(40.84552406374189, -73.88095800927209)"
32359190,01/07/2016 10:58:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL ST,OLD SLIP,,,ADDRESS,NEW YORK,,N/A,Open,,,,01 MANHATTAN,MANHATTAN,981691,195882,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70432723447391,-74.00922950977888,"(40.70432723447391, -74.00922950977888)"
32362561,01/07/2016 10:58:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11201,76 HENRY STREET,HENRY STREET,ORANGE ST,PINEAPPLE ST,,,ADDRESS,BROOKLYN,,N/A,Open,,,,02 BROOKLYN,BROOKLYN,986330,193778,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69855237277148,-73.9924987426898,"(40.69855237277148, -73.9924987426898)"
32364797,01/07/2016 10:57:37 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,2435 WHITE PLAINS ROAD,WHITE PLAINS ROAD,WARING AVENUE,MACE AVENUE,,,ADDRESS,BRONX,,Precinct,Assigned,01/08/2016 06:57:37 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 12:31:57 AM,11 BRONX,BRONX,1020908,253385,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86208188986616,-73.86747242824586,"(40.86208188986616, -73.86747242824586)"
32366055,01/07/2016 10:57:18 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10036,534 WEST   47 STREET,WEST   47 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,985728,217414,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.763427519764534,-73.99466458780276,"(40.763427519764534, -73.99466458780276)"
